Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S04423,26,male,24,kinesthetic,6,yes,95.0,100.0,51.0,yes,medium,8,7,A
S04424,21,female,38,visual,15,yes,91.0,43.0,100.0,no,high,2,9,D
S04425,22,male,32,reading/writing,7,no,82.0,50.0,69.0,yes,medium,17,4,D
S04426,21,female,29,visual,3,yes,58.0,67.0,75.0,yes,high,0,10,C
S04427,23,male,37,visual,13,no,94.0,71.0,89.0,yes,low,24,8,B
S04428,22,female,49,reading/writing,9,yes,82.0,81.0,65.0,no,medium,27,7,B
S04429,29,female,20,kinesthetic,19,no,78.0,97.0,87.0,yes,medium,23,7,A
S04430,29,male,36,auditory,11,yes,51.0,95.0,64.0,yes,low,27,9,A
S04431,24,female,14,kinesthetic,5,no,81.0,98.0,68.0,no,medium,19,6,A
S04432,28,male,23,reading/writing,14,yes,53.0,64.0,80.0,yes,high,6,9,C
S04433,22,female,49,auditory,1,no,76.0,85.0,77.0,yes,high,23,8,A
S04434,29,male,17,kinesthetic,16,yes,69.0,46.0,88.0,yes,medium,18,5,D
S04435,27,female,32,auditory,11,no,85.0,97.0,60.0,no,medium,11,4,A
S04436,29,female,24,visual,7,yes,66.0,90.0,89.0,yes,low,20,7,A
S04437,25,female,33,visual,10,no,99.0,65.0,50.0,yes,medium,1,9,C
S04438,21,male,34,reading/writing,11,yes,86.0,45.0,89.0,no,medium,7,5,D
S04439,21,male,31,auditory,5,no,97.0,74.0,86.0,yes,medium,21,6,B
S04440,19,male,14,visual,1,yes,60.0,41.0,82.0,yes,medium,9,6,D
S04441,29,female,35,kinesthetic,0,no,59.0,82.0,57.0,no,medium,17,6,B
S04442,26,male,36,auditory,12,yes,81.0,89.0,97.0,no,high,17,10,A
S04443,19,female,22,kinesthetic,20,no,52.0,75.0,98.0,no,medium,21,6,B
S04444,25,male,39,visual,19,no,80.0,58.0,67.0,yes,medium,0,5,C
S04445,28,male,22,reading/writing,11,no,96.0,75.0,83.0,yes,medium,3,7,B
S04446,21,male,18,kinesthetic,5,yes,64.0,95.0,96.0,yes,medium,3,4,A
S04447,29,female,33,auditory,16,no,90.0,99.0,93.0,yes,medium,16,6,A
S04448,21,male,16,kinesthetic,0,yes,82.0,45.0,68.0,no,low,25,10,D
S04449,24,female,38,visual,8,no,51.0,44.0,93.0,yes,medium,3,8,D
S04450,26,male,19,auditory,16,yes,67.0,100.0,81.0,yes,medium,21,10,A
S04451,23,male,44,visual,4,no,55.0,70.0,91.0,yes,high,26,10,B
S04452,19,male,22,auditory,20,yes,68.0,72.0,96.0,yes,low,9,9,B
S04453,19,male,24,kinesthetic,17,yes,60.0,41.0,65.0,yes,low,7,8,D
S04454,26,female,25,reading/writing,2,no,54.0,47.0,57.0,yes,medium,30,8,D
S04455,18,male,26,kinesthetic,9,yes,79.0,94.0,93.0,yes,high,28,6,A
S04456,19,female,23,kinesthetic,4,no,83.0,68.0,80.0,no,medium,23,9,C
S04457,21,male,19,visual,20,no,79.0,55.0,68.0,no,medium,22,7,C
S04458,19,male,13,kinesthetic,18,no,97.0,70.0,76.0,yes,medium,7,10,B
S04459,23,male,25,visual,2,yes,96.0,72.0,61.0,yes,low,0,4,B
S04460,28,female,29,auditory,2,yes,67.0,91.0,78.0,yes,medium,15,7,A
S04461,25,female,9,visual,16,yes,93.0,92.0,84.0,no,low,26,6,A
S04462,18,male,15,auditory,7,yes,87.0,64.0,74.0,no,medium,0,6,C
S04463,20,other,28,auditory,9,yes,70.0,81.0,58.0,yes,low,16,8,B
S04464,22,male,39,visual,19,yes,91.0,79.0,89.0,yes,high,28,9,B
S04465,22,male,37,reading/writing,1,yes,78.0,77.0,70.0,yes,high,14,7,B
S04466,20,male,7,auditory,3,yes,76.0,82.0,72.0,no,low,12,5,B
S04467,18,female,29,visual,18,yes,76.0,52.0,82.0,yes,high,25,8,D
S04468,20,female,48,kinesthetic,20,yes,52.0,61.0,55.0,yes,low,28,8,C
S04469,25,male,29,auditory,17,yes,77.0,43.0,60.0,no,high,1,8,D
S04470,24,female,14,kinesthetic,2,no,96.0,60.0,76.0,yes,high,17,7,C
S04471,21,female,5,auditory,3,no,65.0,62.0,61.0,yes,low,9,5,C
S04472,29,male,38,kinesthetic,2,yes,68.0,64.0,91.0,yes,high,7,6,C
S04473,28,female,8,reading/writing,9,yes,99.0,97.0,99.0,no,low,30,4,A
S04474,26,male,24,visual,8,yes,84.0,55.0,99.0,no,low,3,10,C
S04475,23,female,24,kinesthetic,5,no,66.0,99.0,88.0,no,medium,16,6,A
S04476,28,male,5,auditory,17,yes,85.0,61.0,63.0,no,low,22,7,C
S04477,26,male,49,kinesthetic,1,no,92.0,57.0,60.0,yes,low,15,8,C
S04478,18,male,7,kinesthetic,5,yes,78.0,58.0,80.0,yes,medium,5,7,C
S04479,20,female,14,visual,6,yes,77.0,57.0,97.0,yes,medium,26,5,C
S04480,27,male,47,visual,10,no,97.0,55.0,82.0,yes,high,8,9,C
S04481,29,female,6,visual,16,yes,81.0,47.0,100.0,yes,medium,19,6,D
S04482,18,male,15,kinesthetic,14,no,93.0,61.0,74.0,yes,low,28,10,C
S04483,21,male,39,visual,15,yes,90.0,90.0,67.0,no,medium,11,8,A
S04484,22,female,45,reading/writing,15,yes,75.0,44.0,99.0,yes,medium,24,9,D
S04485,19,male,40,reading/writing,14,yes,91.0,46.0,99.0,no,medium,20,5,D
S04486,27,female,20,visual,8,no,67.0,95.0,68.0,yes,low,4,5,A
S04487,24,female,33,visual,4,yes,60.0,75.0,97.0,yes,medium,10,8,B
S04488,23,female,48,auditory,6,yes,86.0,66.0,79.0,yes,low,28,4,C
S04489,22,female,38,reading/writing,0,yes,77.0,93.0,76.0,yes,low,17,9,A
S04490,21,female,10,reading/writing,13,no,76.0,56.0,92.0,no,high,23,4,C
S04491,24,male,42,reading/writing,17,no,52.0,96.0,65.0,yes,high,30,10,A
S04492,18,male,31,visual,1,no,73.0,77.0,96.0,yes,medium,12,7,B
S04493,26,male,22,reading/writing,5,no,100.0,86.0,79.0,yes,medium,8,6,A
S04494,22,male,27,auditory,16,yes,77.0,84.0,95.0,yes,high,20,9,B
S04495,24,male,38,reading/writing,2,no,96.0,86.0,94.0,no,low,21,8,A
S04496,24,female,10,kinesthetic,14,yes,75.0,57.0,80.0,no,medium,8,4,C
S04497,27,male,42,kinesthetic,19,no,56.0,67.0,66.0,no,medium,11,6,C
S04498,29,male,24,reading/writing,15,no,70.0,76.0,84.0,yes,medium,17,9,B
S04499,29,female,21,kinesthetic,1,yes,85.0,44.0,51.0,no,medium,30,4,D
S04500,21,male,19,auditory,16,yes,60.0,46.0,65.0,yes,medium,0,9,D
S04501,19,female,19,visual,7,no,83.0,97.0,74.0,no,medium,15,10,A
S04502,24,female,36,auditory,11,yes,87.0,99.0,64.0,yes,low,29,10,A
S04503,22,female,25,reading/writing,20,yes,56.0,83.0,76.0,no,medium,21,8,B
S04504,25,male,34,visual,6,yes,82.0,78.0,86.0,yes,low,14,5,B
S04505,21,female,45,kinesthetic,0,no,86.0,70.0,76.0,no,medium,17,8,B
S04506,22,female,26,kinesthetic,3,yes,70.0,74.0,52.0,no,medium,13,8,B
S04507,23,female,34,auditory,12,yes,54.0,98.0,74.0,no,low,22,6,A
S04508,18,female,8,kinesthetic,20,no,92.0,64.0,50.0,no,medium,8,5,C
S04509,25,other,38,kinesthetic,12,no,50.0,76.0,51.0,yes,medium,9,7,B
S04510,25,male,42,kinesthetic,20,no,77.0,43.0,65.0,yes,medium,8,5,D
S04511,23,female,31,kinesthetic,10,yes,68.0,79.0,83.0,no,low,26,4,B
S04512,19,female,28,reading/writing,17,yes,67.0,72.0,90.0,yes,medium,11,5,B
S04513,22,female,9,auditory,8,yes,96.0,56.0,93.0,yes,medium,12,10,C
S04514,25,female,15,auditory,0,yes,73.0,58.0,79.0,yes,medium,2,7,C
S04515,27,female,46,reading/writing,13,yes,56.0,99.0,53.0,yes,medium,23,6,A
S04516,23,male,33,auditory,13,yes,53.0,94.0,74.0,yes,high,6,4,A
S04517,27,female,9,visual,16,yes,72.0,59.0,71.0,yes,high,16,4,C
S04518,24,male,41,reading/writing,17,yes,80.0,51.0,54.0,yes,medium,8,9,D
S04519,29,female,46,visual,10,no,56.0,87.0,80.0,yes,high,18,8,A
S04520,21,male,47,visual,1,yes,55.0,84.0,53.0,yes,medium,3,6,B
S04521,21,male,47,reading/writing,1,yes,84.0,99.0,51.0,yes,medium,8,5,A
S04522,24,male,13,kinesthetic,0,yes,75.0,68.0,89.0,yes,high,25,7,C
S04523,19,other,46,visual,12,no,83.0,64.0,64.0,yes,medium,10,4,C
S04524,21,female,37,kinesthetic,7,no,95.0,81.0,70.0,no,medium,26,4,B
S04525,20,female,6,visual,0,yes,65.0,100.0,96.0,yes,high,28,10,A
S04526,27,male,49,reading/writing,3,no,87.0,90.0,80.0,yes,low,26,5,A
S04527,27,female,46,visual,20,yes,57.0,75.0,56.0,yes,medium,20,6,B
S04528,27,male,36,kinesthetic,6,yes,65.0,81.0,93.0,yes,medium,2,4,B
S04529,23,male,41,visual,4,no,63.0,63.0,78.0,no,high,6,5,C
S04530,23,male,41,kinesthetic,14,no,75.0,46.0,70.0,yes,medium,1,9,D
S04531,28,other,39,kinesthetic,0,no,98.0,79.0,83.0,yes,low,13,9,B
S04532,23,female,8,reading/writing,3,no,81.0,88.0,94.0,yes,low,1,10,A
S04533,21,female,21,kinesthetic,4,no,73.0,81.0,79.0,yes,medium,15,6,B
S04534,22,other,33,auditory,2,no,93.0,83.0,51.0,no,medium,1,4,B
S04535,22,female,25,visual,11,yes,76.0,96.0,74.0,no,low,13,5,A
S04536,27,male,31,reading/writing,11,yes,72.0,84.0,76.0,yes,medium,14,8,B
S04537,18,male,36,auditory,7,yes,65.0,78.0,88.0,yes,high,7,10,B
S04538,23,male,45,visual,5,no,64.0,62.0,62.0,yes,medium,0,5,C
S04539,27,other,22,auditory,12,yes,63.0,74.0,61.0,no,medium,30,4,B
S04540,18,male,5,visual,2,yes,53.0,61.0,66.0,yes,medium,13,9,C
S04541,20,female,29,auditory,16,no,68.0,59.0,81.0,yes,medium,2,5,C
S04542,18,male,35,visual,10,no,77.0,87.0,95.0,yes,medium,22,7,A
S04543,23,female,14,kinesthetic,9,no,62.0,84.0,68.0,yes,high,26,4,B
S04544,22,female,28,reading/writing,5,yes,93.0,64.0,58.0,yes,low,2,9,C
S04545,21,female,32,reading/writing,10,yes,61.0,69.0,59.0,yes,medium,16,6,C
S04546,20,male,38,kinesthetic,18,no,67.0,62.0,79.0,yes,low,27,7,C
S04547,25,female,32,auditory,2,yes,69.0,72.0,96.0,yes,low,23,10,B
S04548,23,female,32,reading/writing,3,yes,93.0,71.0,50.0,no,high,28,6,B
S04549,18,male,9,reading/writing,3,yes,61.0,65.0,77.0,yes,high,3,5,C
S04550,19,female,21,visual,6,no,72.0,100.0,67.0,no,medium,9,9,A
S04551,24,male,49,auditory,1,yes,73.0,59.0,53.0,no,medium,16,6,C
S04552,18,male,10,kinesthetic,10,yes,59.0,100.0,86.0,yes,medium,17,9,A
S04553,24,male,11,kinesthetic,17,yes,69.0,43.0,86.0,yes,medium,10,5,D
S04554,22,female,35,kinesthetic,18,no,74.0,68.0,80.0,no,low,19,6,C
S04555,26,male,35,auditory,8,yes,82.0,88.0,68.0,no,low,2,8,A
S04556,25,female,16,reading/writing,17,yes,60.0,89.0,86.0,no,high,9,9,A
S04557,19,male,32,reading/writing,19,yes,99.0,56.0,63.0,yes,high,3,4,C
S04558,23,male,16,visual,2,yes,69.0,67.0,64.0,yes,medium,20,7,C
S04559,18,male,7,visual,14,no,98.0,84.0,69.0,yes,medium,26,10,B
S04560,26,female,23,auditory,10,no,72.0,51.0,93.0,yes,low,28,9,D
S04561,28,male,15,auditory,10,yes,51.0,81.0,77.0,yes,medium,27,10,B
S04562,21,male,12,auditory,1,yes,65.0,65.0,77.0,no,low,12,8,C
S04563,22,male,39,reading/writing,13,yes,66.0,40.0,92.0,yes,high,21,5,D
S04564,19,female,17,visual,16,no,78.0,59.0,97.0,no,medium,27,5,C
S04565,29,male,33,visual,13,yes,77.0,43.0,53.0,yes,low,21,9,D
S04566,26,male,47,kinesthetic,1,yes,70.0,100.0,82.0,yes,low,26,10,A
S04567,23,female,35,reading/writing,11,no,69.0,88.0,52.0,yes,high,29,8,A
S04568,23,male,36,auditory,9,yes,58.0,88.0,74.0,yes,high,15,7,A
S04569,19,female,22,visual,0,yes,50.0,44.0,76.0,yes,medium,18,8,D
S04570,19,male,23,kinesthetic,12,no,79.0,51.0,73.0,yes,low,15,8,D
S04571,24,female,38,visual,17,yes,89.0,90.0,95.0,yes,medium,21,6,A
S04572,20,female,18,visual,2,yes,87.0,98.0,76.0,yes,medium,11,4,A
S04573,29,male,22,kinesthetic,11,yes,73.0,89.0,97.0,yes,low,17,6,A
S04574,19,male,30,visual,9,yes,62.0,82.0,53.0,no,medium,18,10,B
S04575,27,other,45,auditory,14,no,80.0,47.0,90.0,yes,low,30,4,D
S04576,22,male,30,reading/writing,0,yes,75.0,55.0,95.0,yes,high,9,9,C
S04577,25,male,17,kinesthetic,3,yes,51.0,81.0,60.0,no,medium,14,8,B
S04578,25,female,41,auditory,2,no,66.0,76.0,68.0,yes,medium,23,8,B
S04579,25,female,21,visual,17,yes,96.0,96.0,100.0,no,medium,12,10,A
S04580,18,female,30,kinesthetic,2,yes,76.0,83.0,85.0,yes,high,25,6,B
S04581,25,female,22,reading/writing,4,yes,63.0,92.0,73.0,yes,high,11,9,A
S04582,22,female,26,auditory,13,yes,53.0,48.0,87.0,yes,medium,12,7,D
S04583,22,female,49,reading/writing,2,no,96.0,56.0,100.0,yes,high,14,7,C
S04584,18,male,35,kinesthetic,13,no,86.0,57.0,81.0,yes,high,12,5,C
S04585,29,female,38,reading/writing,16,yes,83.0,88.0,99.0,yes,medium,18,8,A
S04586,26,female,13,visual,18,no,93.0,96.0,82.0,yes,medium,22,4,A
S04587,24,male,42,visual,6,no,65.0,47.0,64.0,no,high,15,5,D
S04588,20,male,10,kinesthetic,0,yes,60.0,68.0,62.0,yes,medium,16,10,C
S04589,23,female,11,visual,14,no,87.0,59.0,82.0,yes,medium,2,7,C
S04590,28,male,40,kinesthetic,4,no,100.0,67.0,78.0,yes,low,6,10,C
S04591,26,male,48,visual,4,yes,71.0,90.0,80.0,yes,medium,21,10,A
S04592,25,male,34,kinesthetic,3,yes,87.0,64.0,83.0,yes,medium,25,9,C
S04593,18,male,8,reading/writing,8,yes,93.0,94.0,81.0,yes,low,28,10,A
S04594,26,other,46,visual,2,yes,54.0,97.0,88.0,yes,low,17,9,A
S04595,22,male,10,reading/writing,2,yes,76.0,76.0,54.0,yes,medium,27,5,B
S04596,23,female,33,visual,15,no,63.0,47.0,69.0,yes,low,6,5,D
S04597,20,female,48,reading/writing,10,yes,84.0,58.0,97.0,yes,high,12,8,C
S04598,23,female,48,reading/writing,4,no,93.0,74.0,92.0,no,medium,13,6,B
S04599,29,male,5,visual,4,no,53.0,87.0,66.0,yes,low,25,6,A
S04600,18,female,30,reading/writing,16,no,61.0,78.0,51.0,no,medium,20,4,B
S04601,27,male,15,kinesthetic,3,no,92.0,83.0,81.0,no,low,3,9,B
S04602,19,male,14,visual,6,no,73.0,87.0,85.0,yes,medium,29,9,A
S04603,26,female,16,auditory,9,yes,50.0,50.0,81.0,no,low,16,10,D
S04604,27,female,13,reading/writing,7,no,81.0,68.0,71.0,yes,low,28,6,C
S04605,24,female,13,auditory,15,yes,89.0,90.0,53.0,yes,high,8,6,A
S04606,18,female,25,reading/writing,20,no,84.0,80.0,53.0,yes,medium,21,7,B
S04607,24,female,49,visual,18,yes,58.0,65.0,73.0,yes,low,25,7,C
S04608,25,female,41,auditory,6,no,58.0,54.0,53.0,yes,high,22,4,D
S04609,22,male,37,kinesthetic,4,no,81.0,81.0,82.0,yes,medium,10,6,B
S04610,23,male,21,kinesthetic,18,no,64.0,41.0,56.0,no,medium,28,7,D
S04611,22,female,48,reading/writing,14,yes,73.0,100.0,51.0,yes,high,24,7,A
S04612,24,female,18,kinesthetic,14,no,74.0,61.0,80.0,yes,medium,25,10,C
S04613,29,female,28,auditory,12,yes,53.0,62.0,62.0,yes,medium,7,5,C
S04614,26,female,47,kinesthetic,20,no,59.0,40.0,71.0,yes,low,30,7,D
S04615,27,male,49,auditory,3,no,56.0,79.0,75.0,yes,medium,16,6,B
S04616,19,male,36,reading/writing,11,no,68.0,56.0,59.0,yes,medium,10,6,C
S04617,19,female,13,kinesthetic,19,no,94.0,57.0,55.0,yes,medium,21,9,C
S04618,27,male,13,auditory,2,yes,85.0,96.0,91.0,no,low,23,5,A
S04619,25,male,22,auditory,9,no,61.0,51.0,94.0,yes,medium,29,7,D
S04620,21,other,34,auditory,7,no,85.0,91.0,54.0,yes,high,3,8,A
S04621,23,male,23,auditory,2,yes,77.0,95.0,68.0,no,medium,3,10,A
S04622,24,other,22,reading/writing,6,yes,98.0,92.0,95.0,no,high,25,5,A
S04623,19,female,19,visual,12,yes,63.0,40.0,92.0,yes,medium,12,9,D
S04624,27,female,30,auditory,18,yes,67.0,40.0,62.0,no,medium,29,4,D
S04625,29,female,35,reading/writing,3,no,62.0,78.0,98.0,no,medium,30,5,B
S04626,22,female,8,auditory,19,yes,54.0,54.0,56.0,yes,low,2,8,D
S04627,21,male,44,visual,20,yes,97.0,40.0,59.0,yes,low,2,7,D
S04628,22,female,6,auditory,15,no,51.0,43.0,74.0,no,medium,13,9,D
S04629,21,other,47,visual,11,yes,87.0,67.0,57.0,yes,low,26,8,C
S04630,25,male,44,auditory,14,yes,70.0,55.0,66.0,yes,low,19,6,C
S04631,22,other,41,auditory,12,yes,63.0,71.0,59.0,no,medium,0,7,B
S04632,24,female,26,reading/writing,13,no,65.0,68.0,99.0,yes,medium,20,8,C
S04633,27,male,18,auditory,20,no,91.0,94.0,93.0,yes,medium,23,4,A
S04634,20,male,30,kinesthetic,17,yes,68.0,93.0,82.0,no,high,8,4,A
S04635,25,male,10,auditory,19,yes,91.0,52.0,60.0,yes,low,25,10,D
S04636,22,female,23,kinesthetic,20,yes,87.0,44.0,70.0,yes,medium,26,9,D
S04637,19,female,42,auditory,11,yes,57.0,90.0,76.0,yes,medium,28,8,A
S04638,22,female,22,kinesthetic,8,no,79.0,88.0,97.0,yes,medium,25,4,A
S04639,21,female,5,visual,18,yes,54.0,44.0,92.0,yes,high,25,10,D
S04640,22,female,21,reading/writing,14,yes,64.0,73.0,83.0,no,low,10,6,B
S04641,19,other,9,auditory,0,no,86.0,43.0,59.0,yes,medium,24,10,D
S04642,25,male,27,kinesthetic,17,no,50.0,74.0,54.0,yes,high,27,6,B
S04643,25,female,26,reading/writing,11,yes,100.0,44.0,64.0,yes,medium,1,6,D
S04644,29,female,24,kinesthetic,11,no,50.0,100.0,62.0,yes,medium,2,9,A
S04645,21,female,46,kinesthetic,20,no,97.0,85.0,82.0,no,low,8,7,A
S04646,23,female,38,kinesthetic,20,no,87.0,40.0,51.0,yes,medium,3,4,D
S04647,23,female,22,reading/writing,17,yes,56.0,82.0,73.0,yes,low,2,7,B
S04648,29,female,17,kinesthetic,14,no,78.0,80.0,73.0,yes,high,24,4,B
S04649,29,female,37,auditory,18,no,81.0,47.0,59.0,no,low,24,7,D
S04650,23,female,9,reading/writing,11,yes,81.0,82.0,57.0,yes,medium,4,6,B
S04651,25,female,14,visual,1,yes,74.0,65.0,94.0,yes,medium,4,7,C
S04652,20,male,30,auditory,10,no,53.0,51.0,71.0,yes,medium,5,5,D
S04653,26,female,35,kinesthetic,19,yes,62.0,90.0,97.0,yes,medium,11,6,A
S04654,24,male,6,kinesthetic,15,yes,99.0,70.0,61.0,no,medium,3,5,B
S04655,25,female,17,auditory,3,yes,76.0,84.0,98.0,no,medium,13,8,B
S04656,24,male,30,visual,4,yes,53.0,72.0,63.0,yes,high,12,10,B
S04657,23,female,48,kinesthetic,13,yes,78.0,47.0,78.0,yes,medium,8,9,D
S04658,23,female,7,kinesthetic,17,no,55.0,41.0,100.0,yes,medium,13,4,D
S04659,28,female,31,reading/writing,11,yes,98.0,45.0,95.0,yes,medium,24,5,D
S04660,19,female,22,reading/writing,4,yes,93.0,51.0,93.0,yes,low,20,7,D
S04661,28,female,35,kinesthetic,5,no,97.0,40.0,78.0,no,medium,4,8,D
S04662,29,female,23,kinesthetic,9,yes,93.0,65.0,78.0,yes,medium,6,4,C
S04663,19,female,15,visual,3,yes,85.0,45.0,56.0,yes,low,19,9,D
S04664,21,male,43,reading/writing,15,no,82.0,57.0,51.0,yes,medium,30,10,C
S04665,18,female,46,reading/writing,7,no,93.0,42.0,88.0,no,medium,24,6,D
S04666,25,male,8,visual,9,no,68.0,43.0,84.0,yes,medium,24,4,D
S04667,26,male,45,auditory,12,no,67.0,100.0,77.0,yes,medium,5,8,A
S04668,26,female,21,visual,1,no,91.0,63.0,63.0,yes,medium,0,10,C
S04669,23,male,46,reading/writing,19,yes,82.0,74.0,59.0,yes,high,7,10,B
S04670,20,female,24,auditory,0,yes,62.0,73.0,95.0,yes,medium,22,9,B
S04671,25,female,5,visual,14,yes,58.0,98.0,82.0,yes,low,29,9,A
S04672,21,male,48,kinesthetic,14,no,82.0,96.0,54.0,yes,low,24,10,A
S04673,26,male,33,reading/writing,13,yes,68.0,90.0,66.0,no,medium,26,5,A
S04674,29,female,38,reading/writing,11,no,72.0,53.0,57.0,yes,medium,9,5,D
S04675,24,female,18,auditory,15,yes,62.0,85.0,67.0,yes,medium,3,8,A
S04676,25,female,6,reading/writing,13,no,67.0,44.0,100.0,no,high,1,10,D
S04677,26,male,24,visual,17,yes,60.0,63.0,64.0,yes,medium,18,5,C
S04678,22,female,39,kinesthetic,8,yes,76.0,56.0,71.0,no,medium,3,8,C
S04679,29,female,14,auditory,1,yes,76.0,56.0,100.0,yes,high,5,5,C
S04680,26,female,17,reading/writing,13,yes,85.0,74.0,100.0,yes,medium,4,4,B
S04681,27,female,42,visual,20,yes,95.0,64.0,60.0,yes,high,22,9,C
S04682,23,female,45,kinesthetic,0,no,52.0,91.0,69.0,no,medium,14,9,A
S04683,24,female,29,auditory,19,yes,78.0,46.0,62.0,no,medium,5,9,D
S04684,22,female,7,visual,14,no,77.0,57.0,84.0,no,high,30,7,C
S04685,24,male,8,reading/writing,2,no,71.0,46.0,98.0,yes,medium,29,10,D
S04686,24,male,6,reading/writing,14,no,50.0,55.0,100.0,yes,high,23,9,C
S04687,19,female,34,visual,18,yes,62.0,84.0,67.0,yes,high,1,4,B
S04688,20,male,15,visual,16,no,87.0,48.0,75.0,no,medium,15,4,D
S04689,28,female,43,kinesthetic,16,yes,56.0,54.0,71.0,yes,medium,17,4,D
S04690,28,male,49,reading/writing,15,no,71.0,79.0,78.0,no,medium,16,10,B
S04691,26,male,17,kinesthetic,4,yes,64.0,70.0,56.0,no,medium,7,5,B
S04692,29,female,17,kinesthetic,2,no,78.0,97.0,69.0,yes,medium,19,6,A
S04693,20,female,32,reading/writing,9,no,92.0,85.0,98.0,no,high,5,9,A
S04694,26,male,43,kinesthetic,4,no,97.0,41.0,84.0,yes,medium,25,8,D
S04695,23,female,30,auditory,0,no,78.0,80.0,97.0,yes,medium,4,5,B
S04696,19,male,37,visual,2,yes,74.0,61.0,93.0,yes,high,29,5,C
S04697,19,female,40,auditory,3,yes,61.0,84.0,78.0,yes,high,15,5,B
S04698,20,male,46,reading/writing,6,yes,86.0,83.0,72.0,yes,medium,5,8,B
S04699,26,female,28,reading/writing,11,no,97.0,54.0,95.0,yes,medium,23,7,D
S04700,29,male,12,visual,2,yes,87.0,96.0,58.0,yes,medium,8,9,A
S04701,22,male,14,auditory,18,no,60.0,59.0,77.0,yes,high,2,10,C
S04702,27,male,15,kinesthetic,7,yes,85.0,77.0,75.0,yes,low,10,9,B
S04703,29,male,41,visual,3,no,93.0,72.0,81.0,yes,medium,15,7,B
S04704,27,female,42,auditory,7,no,87.0,95.0,84.0,yes,medium,19,4,A
S04705,26,male,21,reading/writing,2,yes,72.0,100.0,95.0,yes,medium,27,6,A
S04706,20,male,47,visual,9,no,74.0,53.0,78.0,yes,medium,9,5,D
S04707,26,male,9,auditory,13,no,99.0,45.0,88.0,yes,medium,15,9,D
S04708,21,male,8,visual,12,no,60.0,94.0,87.0,yes,medium,13,9,A
S04709,18,other,30,kinesthetic,5,no,60.0,45.0,96.0,no,medium,15,8,D
S04710,26,female,33,auditory,18,yes,58.0,97.0,91.0,no,high,19,10,A
S04711,19,male,29,reading/writing,14,yes,78.0,82.0,51.0,no,medium,24,6,B
S04712,20,female,18,reading/writing,19,no,76.0,92.0,92.0,yes,low,20,4,A
S04713,28,female,34,visual,15,no,79.0,50.0,59.0,no,medium,15,5,D
S04714,27,male,45,visual,9,no,89.0,81.0,51.0,yes,medium,3,7,B
S04715,25,male,10,visual,1,yes,66.0,92.0,51.0,no,medium,23,5,A
S04716,18,female,38,reading/writing,18,yes,93.0,83.0,80.0,yes,low,16,9,B
S04717,24,female,36,reading/writing,0,yes,66.0,63.0,87.0,yes,medium,27,7,C
S04718,25,female,41,auditory,13,yes,66.0,68.0,83.0,yes,medium,23,4,C
S04719,29,male,12,visual,17,yes,56.0,49.0,99.0,yes,medium,0,5,D
S04720,25,male,11,reading/writing,12,yes,95.0,88.0,71.0,yes,medium,21,10,A
S04721,28,female,7,visual,4,no,83.0,94.0,65.0,yes,low,20,4,A
S04722,27,female,30,auditory,8,no,96.0,45.0,71.0,no,medium,1,10,D
S04723,20,female,12,reading/writing,8,no,89.0,64.0,68.0,yes,medium,0,4,C
S04724,20,female,29,auditory,16,yes,93.0,73.0,52.0,no,medium,23,4,B
S04725,21,female,20,auditory,19,no,98.0,50.0,63.0,no,high,13,4,D
S04726,25,male,10,reading/writing,1,no,50.0,100.0,98.0,yes,medium,24,7,A
S04727,29,female,34,kinesthetic,1,yes,58.0,83.0,57.0,no,high,10,4,B
S04728,25,male,47,visual,15,yes,76.0,46.0,85.0,yes,low,18,5,D
S04729,19,male,11,visual,3,yes,73.0,57.0,79.0,yes,medium,23,7,C
S04730,27,male,29,reading/writing,10,yes,63.0,52.0,64.0,yes,high,22,8,D
S04731,21,female,42,kinesthetic,20,yes,98.0,58.0,97.0,no,low,22,8,C
S04732,18,male,21,kinesthetic,18,yes,54.0,66.0,93.0,yes,medium,12,6,C
S04733,27,female,10,visual,1,yes,52.0,50.0,81.0,yes,high,25,7,D
S04734,28,female,44,reading/writing,10,yes,85.0,97.0,79.0,no,medium,10,7,A
S04735,22,female,26,auditory,20,yes,88.0,61.0,77.0,yes,low,27,5,C
S04736,27,male,46,reading/writing,8,no,63.0,56.0,99.0,yes,high,15,9,C
S04737,19,male,36,visual,1,no,85.0,66.0,53.0,yes,low,21,6,C
S04738,23,male,29,visual,3,yes,56.0,76.0,71.0,yes,medium,16,4,B
S04739,26,female,26,kinesthetic,0,yes,91.0,82.0,67.0,no,high,24,7,B
S04740,22,male,42,visual,18,no,88.0,61.0,62.0,yes,medium,29,6,C
S04741,20,male,5,visual,16,yes,57.0,83.0,94.0,yes,low,2,4,B
S04742,23,male,14,auditory,11,yes,88.0,71.0,99.0,yes,medium,19,7,B
S04743,20,other,39,visual,19,yes,61.0,81.0,56.0,no,low,13,7,B
S04744,21,male,6,visual,16,no,86.0,45.0,52.0,yes,medium,28,6,D
S04745,25,male,48,visual,17,no,75.0,54.0,86.0,no,low,23,7,D
